type,flavor,state,index type,year,index
traditional,expanded-data,Alaska,index_nsa,2015,1000.81
traditional,expanded-data,Alaska,index_nsa,2016,1025.72
traditional,expanded-data,Alaska,index_nsa,2017,1030.38
traditional,expanded-data,Alaska,index_nsa,2018,1042.01
traditional,expanded-data,Alaska,index_nsa,2019,1077.29
traditional,expanded-data,Alaska,index_nsa,2020,1128.14
traditional,expanded-data,Alaska,index_nsa,2021,1250.68
traditional,expanded-data,Alaska,index_nsa,2022,675.4
traditional,purchase-only,Alaska,index_nsa,1975,0
traditional,purchase-only,Alaska,index_nsa,1976,0
traditional,purchase-only,Alaska,index_nsa,1977,0
traditional,purchase-only,Alaska,index_nsa,1978,0
traditional,purchase-only,Alaska,index_nsa,1979,0
traditional,purchase-only,Alaska,index_nsa,1980,0
traditional,purchase-only,Alaska,index_nsa,1981,0
traditional,purchase-only,Alaska,index_nsa,1982,0
traditional,purchase-only,Alaska,index_nsa,1983,0
traditional,purchase-only,Alaska,index_nsa,1984,0
traditional,purchase-only,Alaska,index_nsa,1985,0
traditional,purchase-only,Alaska,index_nsa,1986,0
traditional,purchase-only,Alaska,index_nsa,1987,0
traditional,purchase-only,Alaska,index_nsa,1988,0
traditional,purchase-only,Alaska,index_nsa,1989,0
traditional,purchase-only,Alaska,index_nsa,1990,0
traditional,purchase-only,Alaska,index_nsa,1991,405.7
traditional,purchase-only,Alaska,index_nsa,1992,416.92
traditional,purchase-only,Alaska,index_nsa,1993,431.07
traditional,purchase-only,Alaska,index_nsa,1994,447.64
traditional,purchase-only,Alaska,index_nsa,1995,466.42
traditional,purchase-only,Alaska,index_nsa,1996,485.75
traditional,purchase-only,Alaska,index_nsa,1997,499.02
traditional,purchase-only,Alaska,index_nsa,1998,516.99
traditional,purchase-only,Alaska,index_nsa,1999,532.79
traditional,purchase-only,Alaska,index_nsa,2000,544.96
traditional,purchase-only,Alaska,index_nsa,2001,580.31
traditional,purchase-only,Alaska,index_nsa,2002,618.32
traditional,purchase-only,Alaska,index_nsa,2003,663.96
traditional,purchase-only,Alaska,index_nsa,2004,727.76
traditional,purchase-only,Alaska,index_nsa,2005,806.77
traditional,purchase-only,Alaska,index_nsa,2006,870.98
traditional,purchase-only,Alaska,index_nsa,2007,900.21
traditional,purchase-only,Alaska,index_nsa,2008,892.47
traditional,purchase-only,Alaska,index_nsa,2009,875.13
traditional,purchase-only,Alaska,index_nsa,2010,878.89
traditional,purchase-only,Alaska,index_nsa,2011,897.37
traditional,purchase-only,Alaska,index_nsa,2012,896.85
traditional,purchase-only,Alaska,index_nsa,2013,922.07
traditional,purchase-only,Alaska,index_nsa,2014,942.79
traditional,purchase-only,Alaska,index_nsa,2015,972.17
traditional,purchase-only,Alaska,index_nsa,2016,991.79
traditional,purchase-only,Alaska,index_nsa,2017,1004.28
traditional,purchase-only,Alaska,index_nsa,2018,1022.58
traditional,purchase-only,Alaska,index_nsa,2019,1058.46
traditional,purchase-only,Alaska,index_nsa,2020,1107.49
traditional,purchase-only,Alaska,index_nsa,2021,1226.26
traditional,purchase-only,Alaska,index_nsa,2022,658.44
non-metro,all-transactions,Alaska,index_nsa,1975,0
non-metro,all-transactions,Alaska,index_nsa,1976,0
non-metro,all-transactions,Alaska,index_nsa,1977,0
non-metro,all-transactions,Alaska,index_nsa,1978,0
non-metro,all-transactions,Alaska,index_nsa,1979,0
non-metro,all-transactions,Alaska,index_nsa,1980,0
non-metro,all-transactions,Alaska,index_nsa,1981,0
non-metro,all-transactions,Alaska,index_nsa,1982,0
non-metro,all-transactions,Alaska,index_nsa,1983,0
non-metro,all-transactions,Alaska,index_nsa,1984,0
non-metro,all-transactions,Alaska,index_nsa,1985,0
non-metro,all-transactions,Alaska,index_nsa,1986,0
non-metro,all-transactions,Alaska,index_nsa,1987,0
non-metro,all-transactions,Alaska,index_nsa,1988,0
non-metro,all-transactions,Alaska,index_nsa,1989,0
non-metro,all-transactions,Alaska,index_nsa,1990,0
non-metro,all-transactions,Alaska,index_nsa,1991,0
non-metro,all-transactions,Alaska,index_nsa,1992,0
non-metro,all-transactions,Alaska,index_nsa,1993,0
non-metro,all-transactions,Alaska,index_nsa,1994,0
non-metro,all-transactions,Alaska,index_nsa,1995,410.53
non-metro,all-transactions,Alaska,index_nsa,1996,435.88
non-metro,all-transactions,Alaska,index_nsa,1997,445.46
non-metro,all-transactions,Alaska,index_nsa,1998,450.99
non-metro,all-transactions,Alaska,index_nsa,1999,463.56
non-metro,all-transactions,Alaska,index_nsa,2000,470.49
non-metro,all-transactions,Alaska,index_nsa,2001,486.96
non-metro,all-transactions,Alaska,index_nsa,2002,497.56
non-metro,all-transactions,Alaska,index_nsa,2003,514.19
non-metro,all-transactions,Alaska,index_nsa,2004,556.47
non-metro,all-transactions,Alaska,index_nsa,2005,624.41
non-metro,all-transactions,Alaska,index_nsa,2006,690.04
non-metro,all-transactions,Alaska,index_nsa,2007,725.36
non-metro,all-transactions,Alaska,index_nsa,2008,727.31
non-metro,all-transactions,Alaska,index_nsa,2009,723.84
non-metro,all-transactions,Alaska,index_nsa,2010,714.92
non-metro,all-transactions,Alaska,index_nsa,2011,729.92
non-metro,all-transactions,Alaska,index_nsa,2012,741.75
non-metro,all-transactions,Alaska,index_nsa,2013,761.75
non-metro,all-transactions,Alaska,index_nsa,2014,774.46
non-metro,all-transactions,Alaska,index_nsa,2015,810.07
non-metro,all-transactions,Alaska,index_nsa,2016,828.86
non-metro,all-transactions,Alaska,index_nsa,2017,846.56
non-metro,all-transactions,Alaska,index_nsa,2018,870.84
non-metro,all-transactions,Alaska,index_nsa,2019,891.19
non-metro,all-transactions,Alaska,index_nsa,2020,921.07
non-metro,all-transactions,Alaska,index_nsa,2021,1005.27
non-metro,all-transactions,Alaska,index_nsa,2022,552.93
non-metro,expanded-data,Alaska,index_nsa,1975,0
non-metro,expanded-data,Alaska,index_nsa,1976,0
non-metro,expanded-data,Alaska,index_nsa,1977,0
non-metro,expanded-data,Alaska,index_nsa,1978,0
non-metro,expanded-data,Alaska,index_nsa,1979,0
non-metro,expanded-data,Alaska,index_nsa,1980,0
non-metro,expanded-data,Alaska,index_nsa,1981,0
non-metro,expanded-data,Alaska,index_nsa,1982,0
non-metro,expanded-data,Alaska,index_nsa,1983,0
non-metro,expanded-data,Alaska,index_nsa,1984,0
non-metro,expanded-data,Alaska,index_nsa,1985,0
non-metro,expanded-data,Alaska,index_nsa,1986,0
non-metro,expanded-data,Alaska,index_nsa,1987,0
non-metro,expanded-data,Alaska,index_nsa,1988,0
non-metro,expanded-data,Alaska,index_nsa,1989,0
non-metro,expanded-data,Alaska,index_nsa,1990,0
non-metro,expanded-data,Alaska,index_nsa,1991,0
non-metro,expanded-data,Alaska,index_nsa,1992,0
non-metro,expanded-data,Alaska,index_nsa,1993,0
non-metro,expanded-data,Alaska,index_nsa,1994,0
non-metro,expanded-data,Alaska,index_nsa,1995,0
non-metro,expanded-data,Alaska,index_nsa,1996,0
non-metro,expanded-data,Alaska,index_nsa,1997,0
non-metro,expanded-data,Alaska,index_nsa,1998,0
non-metro,expanded-data,Alaska,index_nsa,1999,0
non-metro,expanded-data,Alaska,index_nsa,2000,0
non-metro,expanded-data,Alaska,index_nsa,2001,0
non-metro,expanded-data,Alaska,index_nsa,2002,0
non-metro,expanded-data,Alaska,index_nsa,2003,0
non-metro,expanded-data,Alaska,index_nsa,2004,0
non-metro,expanded-data,Alaska,index_nsa,2005,0
non-metro,expanded-data,Alaska,index_nsa,2006,0
non-metro,expanded-data,Alaska,index_nsa,2007,0
non-metro,expanded-data,Alaska,index_nsa,2008,0
non-metro,expanded-data,Alaska,index_nsa,2009,0
non-metro,expanded-data,Alaska,index_nsa,2010,0
non-metro,expanded-data,Alaska,index_nsa,2011,0
non-metro,expanded-data,Alaska,index_nsa,2012,0
non-metro,expanded-data,Alaska,index_nsa,2013,0
non-metro,expanded-data,Alaska,index_nsa,2014,0
non-metro,expanded-data,Alaska,index_nsa,2015,0
non-metro,expanded-data,Alaska,index_nsa,2016,0
non-metro,expanded-data,Alaska,index_nsa,2017,0
non-metro,expanded-data,Alaska,index_nsa,2018,0
non-metro,expanded-data,Alaska,index_nsa,2019,0
non-metro,expanded-data,Alaska,index_nsa,2020,0
non-metro,expanded-data,Alaska,index_nsa,2021,0
non-metro,expanded-data,Alaska,index_nsa,2022,0
non-metro,purchase-only,Alaska,index_nsa,1975,0
non-metro,purchase-only,Alaska,index_nsa,1976,0
non-metro,purchase-only,Alaska,index_nsa,1977,0
non-metro,purchase-only,Alaska,index_nsa,1978,0
non-metro,purchase-only,Alaska,index_nsa,1979,0
non-metro,purchase-only,Alaska,index_nsa,1980,0
non-metro,purchase-only,Alaska,index_nsa,1981,0
non-metro,purchase-only,Alaska,index_nsa,1982,0
non-metro,purchase-only,Alaska,index_nsa,1983,0
non-metro,purchase-only,Alaska,index_nsa,1984,0
non-metro,purchase-only,Alaska,index_nsa,1985,0
non-metro,purchase-only,Alaska,index_nsa,1986,0
non-metro,purchase-only,Alaska,index_nsa,1987,0
non-metro,purchase-only,Alaska,index_nsa,1988,0
non-metro,purchase-only,Alaska,index_nsa,1989,0
non-metro,purchase-only,Alaska,index_nsa,1990,0
non-metro,purchase-only,Alaska,index_nsa,1991,0
non-metro,purchase-only,Alaska,index_nsa,1992,0
non-metro,purchase-only,Alaska,index_nsa,1993,0
non-metro,purchase-only,Alaska,index_nsa,1994,0
non-metro,purchase-only,Alaska,index_nsa,1995,0
non-metro,purchase-only,Alaska,index_nsa,1996,0
non-metro,purchase-only,Alaska,index_nsa,1997,0
non-metro,purchase-only,Alaska,index_nsa,1998,0
non-metro,purchase-only,Alaska,index_nsa,1999,0
non-metro,purchase-only,Alaska,index_nsa,2000,0
non-metro,purchase-only,Alaska,index_nsa,2001,0
non-metro,purchase-only,Alaska,index_nsa,2002,0
non-metro,purchase-only,Alaska,index_nsa,2003,0
non-metro,purchase-only,Alaska,index_nsa,2004,0
non-metro,purchase-only,Alaska,index_nsa,2005,0
non-metro,purchase-only,Alaska,index_nsa,2006,0
non-metro,purchase-only,Alaska,index_nsa,2007,0
non-metro,purchase-only,Alaska,index_nsa,2008,0
non-metro,purchase-only,Alaska,index_nsa,2009,0
non-metro,purchase-only,Alaska,index_nsa,2010,0
non-metro,purchase-only,Alaska,index_nsa,2011,0
non-metro,purchase-only,Alaska,index_nsa,2012,0
non-metro,purchase-only,Alaska,index_nsa,2013,0
non-metro,purchase-only,Alaska,index_nsa,2014,0
non-metro,purchase-only,Alaska,index_nsa,2015,0
non-metro,purchase-only,Alaska,index_nsa,2016,0
non-metro,purchase-only,Alaska,index_nsa,2017,0
non-metro,purchase-only,Alaska,index_nsa,2018,0
non-metro,purchase-only,Alaska,index_nsa,2019,0
non-metro,purchase-only,Alaska,index_nsa,2020,0
non-metro,purchase-only,Alaska,index_nsa,2021,0
non-metro,purchase-only,Alaska,index_nsa,2022,0
traditional,all-transactions,Alabama,index_nsa,1975,293.52
traditional,all-transactions,Alabama,index_nsa,1976,308.32
traditional,all-transactions,Alabama,index_nsa,1977,342.38
traditional,all-transactions,Alabama,index_nsa,1978,370.08
traditional,all-transactions,Alabama,index_nsa,1979,409.22
traditional,all-transactions,Alabama,index_nsa,1980,421.81
traditional,all-transactions,Alabama,index_nsa,1981,433.45
traditional,all-transactions,Alabama,index_nsa,1982,439.39
traditional,all-transactions,Alabama,index_nsa,1983,459.61
traditional,all-transactions,Alabama,index_nsa,1984,489.77
traditional,all-transactions,Alabama,index_nsa,1985,501.71
traditional,all-transactions,Alabama,index_nsa,1986,530.72
traditional,all-transactions,Alabama,index_nsa,1987,555.24
traditional,all-transactions,Alabama,index_nsa,1988,569.05
traditional,all-transactions,Alabama,index_nsa,1989,577.01
traditional,all-transactions,Alabama,index_nsa,1990,586.91
traditional,all-transactions,Alabama,index_nsa,1991,605.65
traditional,all-transactions,Alabama,index_nsa,1992,629.72
traditional,all-transactions,Alabama,index_nsa,1993,656.63
traditional,all-transactions,Alabama,index_nsa,1994,680.58
traditional,all-transactions,Alabama,index_nsa,1995,707.99
traditional,all-transactions,Alabama,index_nsa,1996,736.59
traditional,all-transactions,Alabama,index_nsa,1997,764.23
traditional,all-transactions,Alabama,index_nsa,1998,803.13
traditional,all-transactions,Alabama,index_nsa,1999,823.95
traditional,all-transactions,Alabama,index_nsa,2000,844.58
traditional,all-transactions,Alabama,index_nsa,2001,891.17
traditional,all-transactions,Alabama,index_nsa,2002,917.32
traditional,all-transactions,Alabama,index_nsa,2003,953.81
traditional,all-transactions,Alabama,index_nsa,2004,990.13
traditional,all-transactions,Alabama,index_nsa,2005,1059.84
traditional,all-transactions,Alabama,index_nsa,2006,1143.85
traditional,all-transactions,Alabama,index_nsa,2007,1197.91
traditional,all-transactions,Alabama,index_nsa,2008,1211.39
traditional,all-transactions,Alabama,index_nsa,2009,1193.91
traditional,all-transactions,Alabama,index_nsa,2010,1149.02
traditional,all-transactions,Alabama,index_nsa,2011,1110.48
traditional,all-transactions,Alabama,index_nsa,2012,1104.45
traditional,all-transactions,Alabama,index_nsa,2013,1096.49
traditional,all-transactions,Alabama,index_nsa,2014,1109.3
traditional,all-transactions,Alabama,index_nsa,2015,1139.91
traditional,all-transactions,Alabama,index_nsa,2016,1173.09
traditional,all-transactions,Alabama,index_nsa,2017,1208.76
traditional,all-transactions,Alabama,index_nsa,2018,1258.42
traditional,all-transactions,Alabama,index_nsa,2019,1321.09
traditional,all-transactions,Alabama,index_nsa,2020,1397.32
traditional,all-transactions,Alabama,index_nsa,2021,1578.8
traditional,all-transactions,Alabama,index_nsa,2022,896.3
traditional,expanded-data,Alabama,index_nsa,1975,0
traditional,expanded-data,Alabama,index_nsa,1976,0
traditional,expanded-data,Alabama,index_nsa,1977,0
traditional,expanded-data,Alabama,index_nsa,1978,0
traditional,expanded-data,Alabama,index_nsa,1979,0
traditional,expanded-data,Alabama,index_nsa,1980,0
traditional,expanded-data,Alabama,index_nsa,1981,0
traditional,expanded-data,Alabama,index_nsa,1982,0
traditional,expanded-data,Alabama,index_nsa,1983,0
traditional,expanded-data,Alabama,index_nsa,1984,0
traditional,expanded-data,Alabama,index_nsa,1985,0
traditional,expanded-data,Alabama,index_nsa,1986,0
traditional,expanded-data,Alabama,index_nsa,1987,0
traditional,expanded-data,Alabama,index_nsa,1988,0
traditional,expanded-data,Alabama,index_nsa,1989,0
traditional,expanded-data,Alabama,index_nsa,1990,0
traditional,expanded-data,Alabama,index_nsa,1991,407.18
traditional,expanded-data,Alabama,index_nsa,1992,423.67
traditional,expanded-data,Alabama,index_nsa,1993,441.44
traditional,expanded-data,Alabama,index_nsa,1994,466.24
traditional,expanded-data,Alabama,index_nsa,1995,486.61
traditional,expanded-data,Alabama,index_nsa,1996,503.95
traditional,expanded-data,Alabama,index_nsa,1997,523.59
traditional,expanded-data,Alabama,index_nsa,1998,540.96
traditional,expanded-data,Alabama,index_nsa,1999,563.29
traditional,expanded-data,Alabama,index_nsa,2000,585.73
traditional,expanded-data,Alabama,index_nsa,2001,601.14
traditional,expanded-data,Alabama,index_nsa,2002,614.61
traditional,expanded-data,Alabama,index_nsa,2003,638.21
traditional,expanded-data,Alabama,index_nsa,2004,661.96
traditional,expanded-data,Alabama,index_nsa,2005,712.41
traditional,expanded-data,Alabama,index_nsa,2006,758.62
traditional,expanded-data,Alabama,index_nsa,2007,763.64
traditional,expanded-data,Alabama,index_nsa,2008,733.28
traditional,expanded-data,Alabama,index_nsa,2009,689.09
traditional,expanded-data,Alabama,index_nsa,2010,639.68
traditional,expanded-data,Alabama,index_nsa,2011,610.64
traditional,expanded-data,Alabama,index_nsa,2012,605.14
traditional,expanded-data,Alabama,index_nsa,2013,613.9
traditional,expanded-data,Alabama,index_nsa,2014,630.71
traditional,expanded-data,Alabama,index_nsa,2015,649.03
traditional,expanded-data,Alabama,index_nsa,2016,668.45
traditional,expanded-data,Alabama,index_nsa,2017,695.81
traditional,expanded-data,Alabama,index_nsa,2018,729.97
traditional,expanded-data,Alabama,index_nsa,2019,764.33
traditional,expanded-data,Alabama,index_nsa,2020,822.25
traditional,expanded-data,Alabama,index_nsa,2021,937.35
traditional,expanded-data,Alabama,index_nsa,2022,518.19
traditional,purchase-only,Alabama,index_nsa,1975,0
traditional,purchase-only,Alabama,index_nsa,1976,0
traditional,purchase-only,Alabama,index_nsa,1977,0
traditional,purchase-only,Alabama,index_nsa,1978,0
traditional,purchase-only,Alabama,index_nsa,1979,0
traditional,purchase-only,Alabama,index_nsa,1980,0
traditional,purchase-only,Alabama,index_nsa,1981,0
traditional,purchase-only,Alabama,index_nsa,1982,0
traditional,purchase-only,Alabama,index_nsa,1983,0
traditional,purchase-only,Alabama,index_nsa,1984,0
traditional,purchase-only,Alabama,index_nsa,1985,0
traditional,purchase-only,Alabama,index_nsa,1986,0
traditional,purchase-only,Alabama,index_nsa,1987,0
traditional,purchase-only,Alabama,index_nsa,1988,0
traditional,purchase-only,Alabama,index_nsa,1989,0
traditional,purchase-only,Alabama,index_nsa,1990,0
traditional,purchase-only,Alabama,index_nsa,1991,407.4
traditional,purchase-only,Alabama,index_nsa,1992,423.63
traditional,purchase-only,Alabama,index_nsa,1993,443.6
traditional,purchase-only,Alabama,index_nsa,1994,464.97
traditional,purchase-only,Alabama,index_nsa,1995,481.35
traditional,purchase-only,Alabama,index_nsa,1996,499.71
traditional,purchase-only,Alabama,index_nsa,1997,514.93
traditional,purchase-only,Alabama,index_nsa,1998,532.81
traditional,purchase-only,Alabama,index_nsa,1999,552.58
traditional,purchase-only,Alabama,index_nsa,2000,568.87
traditional,purchase-only,Alabama,index_nsa,2001,584.33
traditional,purchase-only,Alabama,index_nsa,2002,602.97
traditional,purchase-only,Alabama,index_nsa,2003,628.8
traditional,purchase-only,Alabama,index_nsa,2004,659.47
traditional,purchase-only,Alabama,index_nsa,2005,708.32
traditional,purchase-only,Alabama,index_nsa,2006,769.67
traditional,purchase-only,Alabama,index_nsa,2007,802.26
traditional,purchase-only,Alabama,index_nsa,2008,782.85
traditional,purchase-only,Alabama,index_nsa,2009,762.97
traditional,purchase-only,Alabama,index_nsa,2010,722.7
traditional,purchase-only,Alabama,index_nsa,2011,687.38
traditional,purchase-only,Alabama,index_nsa,2012,701.53
traditional,purchase-only,Alabama,index_nsa,2013,721.53
traditional,purchase-only,Alabama,index_nsa,2014,736.87
traditional,purchase-only,Alabama,index_nsa,2015,758.96
traditional,purchase-only,Alabama,index_nsa,2016,786.82
traditional,purchase-only,Alabama,index_nsa,2017,820.32
traditional,purchase-only,Alabama,index_nsa,2018,865.16
traditional,purchase-only,Alabama,index_nsa,2019,915.75
traditional,purchase-only,Alabama,index_nsa,2020,992.92
traditional,purchase-only,Alabama,index_nsa,2021,1149.1
traditional,purchase-only,Alabama,index_nsa,2022,650.97
non-metro,all-transactions,Alabama,index_nsa,1975,0
non-metro,all-transactions,Alabama,index_nsa,1976,0
non-metro,all-transactions,Alabama,index_nsa,1977,0
non-metro,all-transactions,Alabama,index_nsa,1978,0
non-metro,all-transactions,Alabama,index_nsa,1979,0
non-metro,all-transactions,Alabama,index_nsa,1980,0
non-metro,all-transactions,Alabama,index_nsa,1981,0
non-metro,all-transactions,Alabama,index_nsa,1982,0
non-metro,all-transactions,Alabama,index_nsa,1983,0
non-metro,all-transactions,Alabama,index_nsa,1984,0
non-metro,all-transactions,Alabama,index_nsa,1985,0
non-metro,all-transactions,Alabama,index_nsa,1986,0
non-metro,all-transactions,Alabama,index_nsa,1987,0
non-metro,all-transactions,Alabama,index_nsa,1988,0
non-metro,all-transactions,Alabama,index_nsa,1989,0
non-metro,all-transactions,Alabama,index_nsa,1990,0
non-metro,all-transactions,Alabama,index_nsa,1991,0
non-metro,all-transactions,Alabama,index_nsa,1992,0
non-metro,all-transactions,Alabama,index_nsa,1993,0
non-metro,all-transactions,Alabama,index_nsa,1994,0
non-metro,all-transactions,Alabama,index_nsa,1995,412.19
non-metro,all-transactions,Alabama,index_nsa,1996,433.52
non-metro,all-transactions,Alabama,index_nsa,1997,450.24
non-metro,all-transactions,Alabama,index_nsa,1998,480.97
non-metro,all-transactions,Alabama,index_nsa,1999,491.04
non-metro,all-transactions,Alabama,index_nsa,2000,506.67
non-metro,all-transactions,Alabama,index_nsa,2001,536.5
non-metro,all-transactions,Alabama,index_nsa,2002,550.6
non-metro,all-transactions,Alabama,index_nsa,2003,571.33
non-metro,all-transactions,Alabama,index_nsa,2004,587.82
non-metro,all-transactions,Alabama,index_nsa,2005,627.48
non-metro,all-transactions,Alabama,index_nsa,2006,676.88
non-metro,all-transactions,Alabama,index_nsa,2007,721.2
non-metro,all-transactions,Alabama,index_nsa,2008,737.31
non-metro,all-transactions,Alabama,index_nsa,2009,732.59
non-metro,all-transactions,Alabama,index_nsa,2010,707.85
non-metro,all-transactions,Alabama,index_nsa,2011,692.3
non-metro,all-transactions,Alabama,index_nsa,2012,691.09
non-metro,all-transactions,Alabama,index_nsa,2013,688.31
non-metro,all-transactions,Alabama,index_nsa,2014,688.46
non-metro,all-transactions,Alabama,index_nsa,2015,701.54
non-metro,all-transactions,Alabama,index_nsa,2016,716.22
non-metro,all-transactions,Alabama,index_nsa,2017,734.1
non-metro,all-transactions,Alabama,index_nsa,2018,755.09
non-metro,all-transactions,Alabama,index_nsa,2019,788.74
non-metro,all-transactions,Alabama,index_nsa,2020,827.38
non-metro,all-transactions,Alabama,index_nsa,2021,925.01
non-metro,all-transactions,Alabama,index_nsa,2022,522.85
non-metro,expanded-data,Alabama,index_nsa,1975,0
non-metro,expanded-data,Alabama,index_nsa,1976,0
non-metro,expanded-data,Alabama,index_nsa,1977,0
non-metro,expanded-data,Alabama,index_nsa,1978,0
non-metro,expanded-data,Alabama,index_nsa,1979,0
non-metro,expanded-data,Alabama,index_nsa,1980,0
non-metro,expanded-data,Alabama,index_nsa,1981,0
non-metro,expanded-data,Alabama,index_nsa,1982,0
non-metro,expanded-data,Alabama,index_nsa,1983,0
non-metro,expanded-data,Alabama,index_nsa,1984,0
non-metro,expanded-data,Alabama,index_nsa,1985,0
non-metro,expanded-data,Alabama,index_nsa,1986,0
non-metro,expanded-data,Alabama,index_nsa,1987,0
non-metro,expanded-data,Alabama,index_nsa,1988,0
non-metro,expanded-data,Alabama,index_nsa,1989,0
non-metro,expanded-data,Alabama,index_nsa,1990,0
non-metro,expanded-data,Alabama,index_nsa,1991,0
non-metro,expanded-data,Alabama,index_nsa,1992,0
non-metro,expanded-data,Alabama,index_nsa,1993,0
non-metro,expanded-data,Alabama,index_nsa,1994,0
non-metro,expanded-data,Alabama,index_nsa,1995,0
non-metro,expanded-data,Alabama,index_nsa,1996,0
non-metro,expanded-data,Alabama,index_nsa,1997,0
non-metro,expanded-data,Alabama,index_nsa,1998,0
non-metro,expanded-data,Alabama,index_nsa,1999,0
